Assuming 9 as type relation
Loading files... 
  Starting db_tri.txt
  Finished db_tri.txt, still running: 0
Loaded 191430 facts in 1.36 s using -317 MB
Using HeadCoverage as pruning metric with minimum threshold 0.001
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.01
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 1 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?m  equalTo  ?b  ?t  http://dbpedia.org/ontology/bandMember  ?h  ?m  http://dbpedia.org/ontology/musicalBand  ?t  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.0146	0.02076223	0.02076223	219	10548	10548	-1
?m  equalTo  ?b  ?t  http://dbpedia.org/ontology/formerBandMember  ?h  ?m  http://dbpedia.org/ontology/musicalBand  ?t  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.009133333	0.014987419	0.014987419	137	9141	9141	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/musicalBand  ?t  ?a  http://dbpedia.org/ontology/producer  ?h  ?t  http://dbpedia.org/ontology/spouse  ?h   => ?a  equalTo  ?b	0.001466667	0.011542497	0.011542497	22	1906	1906	-1
?m  equalTo  ?b  ?t  http://dbpedia.org/ontology/bandMember  ?h  ?m  http://dbpedia.org/ontology/musicalArtist  ?t  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.0146	0.02076223	0.02076223	219	10548	10548	-1
?m  equalTo  ?b  ?t  http://dbpedia.org/ontology/formerBandMember  ?h  ?m  http://dbpedia.org/ontology/musicalArtist  ?t  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.009133333	0.014987419	0.014987419	137	9141	9141	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/musicalArtist  ?t  ?a  http://dbpedia.org/ontology/producer  ?h  ?t  http://dbpedia.org/ontology/spouse  ?h   => ?a  equalTo  ?b	0.001466667	0.011542497	0.011542497	22	1906	1906	-1
?m  equalTo  ?b  ?t  http://dbpedia.org/ontology/bandMember  ?h  ?a  http://dbpedia.org/ontology/producer  ?h  ?m  http://dbpedia.org/ontology/writer  ?t   => ?a  equalTo  ?b	0.0024	0.024539877	0.024539877	36	1467	1467	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/producer  ?h  ?t  http://dbpedia.org/ontology/spouse  ?h  ?m  http://dbpedia.org/ontology/writer  ?t   => ?a  equalTo  ?b	0.001133333	0.011288181	0.011288181	17	1506	1506	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/album  ?t  ?a  http://dbpedia.org/ontology/producer  ?h  ?t  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.1068	0.012915918	0.012915918	1602	124033	124033	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/album  ?t  ?t  http://dbpedia.org/ontology/artist  ?h  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.053066667	0.020956744	0.020956744	796	37983	37983	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/subsequentWork  ?m  ?s  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.045666667	0.016542697	0.016542697	685	41408	41408	-1
?m  equalTo  ?b  ?s  http://dbpedia.org/ontology/previousWork  ?m  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.045	0.015990714	0.015990714	675	42212	42212	-1
?m  equalTo  ?b  ?s  http://dbpedia.org/ontology/album  ?m  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.030733333	0.017507216	0.017507216	461	26332	26332	-1
?m  equalTo  ?b  ?s  http://dbpedia.org/ontology/artist  ?h  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/subsequentWork  ?m   => ?a  equalTo  ?b	0.0872	0.049054905	0.049054905	1308	26664	26664	-1
?m  equalTo  ?b  ?s  http://dbpedia.org/ontology/artist  ?h  ?s  http://dbpedia.org/ontology/previousWork  ?m  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.0866	0.048388899	0.048388899	1299	26845	26845	-1
?m  equalTo  ?b  ?s  http://dbpedia.org/ontology/album  ?m  ?s  http://dbpedia.org/ontology/artist  ?h  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.002933333	0.019581664	0.019581664	44	2247	2247	-1
?m  equalTo  ?b  ?s  http://dbpedia.org/ontology/musicalBand  ?h  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/subsequentWork  ?m   => ?a  equalTo  ?b	0.0444	0.020383179	0.020383179	666	32674	32674	-1
?m  equalTo  ?b  ?s  http://dbpedia.org/ontology/musicalBand  ?h  ?s  http://dbpedia.org/ontology/previousWork  ?m  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.043733333	0.019951338	0.019951338	656	32880	32880	-1
?m  equalTo  ?b  ?s  http://dbpedia.org/ontology/album  ?m  ?s  http://dbpedia.org/ontology/musicalBand  ?h  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.022933333	0.025625745	0.025625745	344	13424	13424	-1
?m  equalTo  ?b  ?s  http://dbpedia.org/ontology/musicalArtist  ?h  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/subsequentWork  ?m   => ?a  equalTo  ?b	0.0444	0.020383179	0.020383179	666	32674	32674	-1
?m  equalTo  ?b  ?s  http://dbpedia.org/ontology/musicalArtist  ?h  ?s  http://dbpedia.org/ontology/previousWork  ?m  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.043733333	0.019951338	0.019951338	656	32880	32880	-1
?m  equalTo  ?b  ?s  http://dbpedia.org/ontology/album  ?m  ?s  http://dbpedia.org/ontology/musicalArtist  ?h  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.022933333	0.025625745	0.025625745	344	13424	13424	-1
?m  equalTo  ?b  ?s  http://dbpedia.org/ontology/bandMember  ?h  ?a  http://dbpedia.org/ontology/producer  ?h  ?m  http://dbpedia.org/ontology/producer  ?s   => ?a  equalTo  ?b	0.006	0.016333938	0.016333938	90	5510	5510	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/producer  ?h  ?m  http://dbpedia.org/ontology/producer  ?s  ?s  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.0106	0.019468593	0.019468593	159	8167	8167	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/recordLabel  ?h  ?s  http://dbpedia.org/ontology/subsequentWork  ?m   => ?a  equalTo  ?b	0.0012	0.086124402	0.086124402	18	209	209	-1
?m  equalTo  ?b  ?s  http://dbpedia.org/ontology/instrument  ?h  ?a  http://dbpedia.org/ontology/producer  ?h  ?m  http://dbpedia.org/ontology/producer  ?s   => ?a  equalTo  ?b	0.002133333	0.03125	0.03125	32	1024	1024	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/subsequentWork  ?m   => ?a  equalTo  ?b	0.203333333	0.0187205	0.0187205	3050	162923	162923	-1
?m  equalTo  ?b  ?s  http://dbpedia.org/ontology/previousWork  ?m  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.203533333	0.018644616	0.018644616	3053	163747	163747	-1
?m  equalTo  ?b  ?s  http://dbpedia.org/ontology/album  ?m  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.046866667	0.020317332	0.020317332	703	34601	34601	-1
?s  equalTo  ?m  ?m  http://dbpedia.org/ontology/previousWork  ?b  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.1928	0.018901467	0.018901467	2892	153004	153004	-1
?s  equalTo  ?m  ?s  http://dbpedia.org/ontology/artist  ?h  ?m  http://dbpedia.org/ontology/previousWork  ?b  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.085733333	0.050109102	0.050109102	1286	25664	25664	-1
?s  equalTo  ?m  ?m  http://dbpedia.org/ontology/previousWork  ?b  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.040066667	0.016167214	0.016167214	601	37174	37174	-1
?s  equalTo  ?m  ?s  http://dbpedia.org/ontology/musicalArtist  ?h  ?m  http://dbpedia.org/ontology/previousWork  ?b  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.037866667	0.020303117	0.020303117	568	27976	27976	-1
?s  equalTo  ?m  ?s  http://dbpedia.org/ontology/musicalBand  ?h  ?m  http://dbpedia.org/ontology/previousWork  ?b  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.037866667	0.020303117	0.020303117	568	27976	27976	-1
?s  equalTo  ?m  ?m  http://dbpedia.org/ontology/previousWork  ?b  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/recordLabel  ?h   => ?a  equalTo  ?b	0.001066667	0.068085106	0.068085106	16	235	235	-1
?s  equalTo  ?m  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/producer  ?h  ?m  http://dbpedia.org/ontology/subsequentWork  ?b   => ?a  equalTo  ?b	0.192	0.019072469	0.019072469	2880	151003	151003	-1
?s  equalTo  ?m  ?s  http://dbpedia.org/ontology/artist  ?h  ?a  http://dbpedia.org/ontology/producer  ?h  ?m  http://dbpedia.org/ontology/subsequentWork  ?b   => ?a  equalTo  ?b	0.086	0.050420168	0.050420168	1290	25585	25585	-1
?s  equalTo  ?m  ?a  http://dbpedia.org/ontology/producer  ?h  ?m  http://dbpedia.org/ontology/subsequentWork  ?b  ?s  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.040533333	0.016843038	0.016843038	608	36098	36098	-1
?s  equalTo  ?m  ?s  http://dbpedia.org/ontology/musicalArtist  ?h  ?a  http://dbpedia.org/ontology/producer  ?h  ?m  http://dbpedia.org/ontology/subsequentWork  ?b   => ?a  equalTo  ?b	0.038066667	0.020527016	0.020527016	571	27817	27817	-1
?s  equalTo  ?m  ?s  http://dbpedia.org/ontology/musicalBand  ?h  ?a  http://dbpedia.org/ontology/producer  ?h  ?m  http://dbpedia.org/ontology/subsequentWork  ?b   => ?a  equalTo  ?b	0.038066667	0.020527016	0.020527016	571	27817	27817	-1
?s  equalTo  ?m  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/recordLabel  ?h  ?m  http://dbpedia.org/ontology/subsequentWork  ?b   => ?a  equalTo  ?b	0.0012	0.070588235	0.070588235	18	255	255	-1
?s  equalTo  ?m  ?m  http://dbpedia.org/ontology/album  ?b  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.043333333	0.021182988	0.021182988	650	30685	30685	-1
?s  equalTo  ?m  ?m  http://dbpedia.org/ontology/album  ?b  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.028466667	0.018110103	0.018110103	427	23578	23578	-1
?s  equalTo  ?m  ?m  http://dbpedia.org/ontology/album  ?b  ?s  http://dbpedia.org/ontology/artist  ?h  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.0028	0.022082019	0.022082019	42	1902	1902	-1
?s  equalTo  ?m  ?m  http://dbpedia.org/ontology/album  ?b  ?s  http://dbpedia.org/ontology/musicalArtist  ?h  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.021866667	0.026539364	0.026539364	328	12359	12359	-1
?s  equalTo  ?m  ?m  http://dbpedia.org/ontology/album  ?b  ?s  http://dbpedia.org/ontology/musicalBand  ?h  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.021866667	0.026539364	0.026539364	328	12359	12359	-1
?s  equalTo  ?m  ?m  http://dbpedia.org/ontology/follows  ?b  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.0216	0.018276173	0.018276173	324	17728	17728	-1
?s  equalTo  ?m  ?m  http://dbpedia.org/ontology/follows  ?b  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.0098	0.014344262	0.014344262	147	10248	10248	-1
?s  equalTo  ?m  ?s  http://dbpedia.org/ontology/artist  ?h  ?m  http://dbpedia.org/ontology/follows  ?b  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.002733333	0.010345698	0.010345698	41	3963	3963	-1
?s  equalTo  ?m  ?m  http://dbpedia.org/ontology/follows  ?b  ?s  http://dbpedia.org/ontology/musicalBand  ?h  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.008666667	0.019798964	0.019798964	130	6566	6566	-1
?s  equalTo  ?m  ?m  http://dbpedia.org/ontology/follows  ?b  ?s  http://dbpedia.org/ontology/musicalArtist  ?h  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.008666667	0.019798964	0.019798964	130	6566	6566	-1
?s  equalTo  ?m  ?m  http://dbpedia.org/ontology/followedBy  ?b  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.020266667	0.017958412	0.017958412	304	16928	16928	-1
?s  equalTo  ?m  ?m  http://dbpedia.org/ontology/followedBy  ?b  ?a  http://dbpedia.org/ontology/producer  ?h  ?s  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.008466667	0.01298303	0.01298303	127	9782	9782	-1
?s  equalTo  ?m  ?s  http://dbpedia.org/ontology/artist  ?h  ?m  http://dbpedia.org/ontology/followedBy  ?b  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.002933333	0.011575901	0.011575901	44	3801	3801	-1
?s  equalTo  ?m  ?m  http://dbpedia.org/ontology/followedBy  ?b  ?s  http://dbpedia.org/ontology/musicalBand  ?h  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.007733333	0.018932593	0.018932593	116	6127	6127	-1
?s  equalTo  ?m  ?m  http://dbpedia.org/ontology/followedBy  ?b  ?s  http://dbpedia.org/ontology/musicalArtist  ?h  ?a  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.007733333	0.018932593	0.018932593	116	6127	6127	-1
?h  equalTo  ?n  ?a  http://dbpedia.org/ontology/previousWork  ?h  ?h  http://dbpedia.org/ontology/subsequentWork  ?a  ?n  http://dbpedia.org/ontology/subsequentWork  ?b   => ?a  equalTo  ?b	0.3238	0.935477658	0.935477658	4857	5192	5192	-1
?h  equalTo  ?n  ?a  http://dbpedia.org/ontology/previousWork  ?h  ?t  http://dbpedia.org/ontology/subsequentWork  ?b  ?n  http://dbpedia.org/ontology/subsequentWork  ?t   => ?a  equalTo  ?b	0.008066667	0.031177532	0.031177532	121	3881	3881	-1
?h  equalTo  ?n  ?t  http://dbpedia.org/ontology/followedBy  ?b  ?a  http://dbpedia.org/ontology/previousWork  ?h  ?n  http://dbpedia.org/ontology/previousWork  ?t   => ?a  equalTo  ?b	0.002266667	0.143459916	0.143459916	34	237	237	-1
?h  equalTo  ?n  ?t  http://dbpedia.org/ontology/follows  ?b  ?a  http://dbpedia.org/ontology/previousWork  ?h  ?n  http://dbpedia.org/ontology/previousWork  ?t   => ?a  equalTo  ?b	0.001533333	0.102678571	0.102678571	23	224	224	-1
?h  equalTo  ?n  ?n  http://dbpedia.org/ontology/followedBy  ?t  ?t  http://dbpedia.org/ontology/previousWork  ?b  ?a  http://dbpedia.org/ontology/previousWork  ?h   => ?a  equalTo  ?b	0.002266667	0.151785714	0.151785714	34	224	224	-1
?h  equalTo  ?n  ?n  http://dbpedia.org/ontology/follows  ?t  ?t  http://dbpedia.org/ontology/previousWork  ?b  ?a  http://dbpedia.org/ontology/previousWork  ?h   => ?a  equalTo  ?b	0.0014	0.095022624	0.095022624	21	221	221	-1
?h  equalTo  ?n  ?a  http://dbpedia.org/ontology/previousWork  ?h  ?s  http://dbpedia.org/ontology/previousWork  ?n  ?s  http://dbpedia.org/ontology/subsequentWork  ?b   => ?a  equalTo  ?b	0.010333333	0.037250661	0.037250661	155	4161	4161	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/follows  ?n  ?s  http://dbpedia.org/ontology/previousWork  ?b  ?a  http://dbpedia.org/ontology/previousWork  ?h   => ?a  equalTo  ?b	0.0024	0.144	0.144	36	250	250	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/followedBy  ?n  ?s  http://dbpedia.org/ontology/previousWork  ?b  ?a  http://dbpedia.org/ontology/previousWork  ?h   => ?a  equalTo  ?b	0.0016	0.104803493	0.104803493	24	229	229	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/followedBy  ?b  ?a  http://dbpedia.org/ontology/previousWork  ?h  ?s  http://dbpedia.org/ontology/subsequentWork  ?n   => ?a  equalTo  ?b	0.002333333	0.128205128	0.128205128	35	273	273	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/followedBy  ?b  ?s  http://dbpedia.org/ontology/follows  ?n  ?a  http://dbpedia.org/ontology/previousWork  ?h   => ?a  equalTo  ?b	0.001533333	0.140243902	0.140243902	23	164	164	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/follows  ?b  ?a  http://dbpedia.org/ontology/previousWork  ?h  ?s  http://dbpedia.org/ontology/subsequentWork  ?n   => ?a  equalTo  ?b	0.001666667	0.108695652	0.108695652	25	230	230	-1
?h  equalTo  ?n  ?s  http://dbpedia.org/ontology/followedBy  ?n  ?s  http://dbpedia.org/ontology/follows  ?b  ?a  http://dbpedia.org/ontology/previousWork  ?h   => ?a  equalTo  ?b	0.0012	0.141732283	0.141732283	18	127	127	-1
?n  equalTo  ?b  ?a  http://dbpedia.org/ontology/previousWork  ?h  ?h  http://dbpedia.org/ontology/subsequentWork  ?a  ?h  http://dbpedia.org/ontology/subsequentWork  ?n   => ?a  equalTo  ?b	0.384866667	0.97731505	0.97731505	5773	5907	5907	-1
?n  equalTo  ?b  ?a  http://dbpedia.org/ontology/previousWork  ?h  ?n  http://dbpedia.org/ontology/previousWork  ?h  ?h  http://dbpedia.org/ontology/subsequentWork  ?n   => ?a  equalTo  ?b	0.384866667	0.945153897	0.945153897	5773	6108	6108	-1
?s  equalTo  ?b  ?a  http://dbpedia.org/ontology/previousWork  ?h  ?h  http://dbpedia.org/ontology/subsequentWork  ?n  ?s  http://dbpedia.org/ontology/subsequentWork  ?n   => ?a  equalTo  ?b	0.005133333	0.011829774	0.011829774	77	6509	6509	-1
?n  equalTo  ?t  ?a  http://dbpedia.org/ontology/previousWork  ?h  ?h  http://dbpedia.org/ontology/previousWork  ?n  ?t  http://dbpedia.org/ontology/subsequentWork  ?b   => ?a  equalTo  ?b	0.0068	0.02508608	0.02508608	102	4066	4066	-1
?n  equalTo  ?t  ?t  http://dbpedia.org/ontology/followedBy  ?b  ?a  http://dbpedia.org/ontology/previousWork  ?h  ?h  http://dbpedia.org/ontology/previousWork  ?n   => ?a  equalTo  ?b	0.002666667	0.132450331	0.132450331	40	302	302	-1
?n  equalTo  ?t  ?t  http://dbpedia.org/ontology/follows  ?b  ?a  http://dbpedia.org/ontology/previousWork  ?h  ?h  http://dbpedia.org/ontology/previousWork  ?n   => ?a  equalTo  ?b	0.001733333	0.095588235	0.095588235	26	272	272	-1
?s  equalTo  ?b  ?a  http://dbpedia.org/ontology/previousWork  ?h  ?h  http://dbpedia.org/ontology/producer  ?n  ?s  http://dbpedia.org/ontology/producer  ?n   => ?a  equalTo  ?b	0.209933333	0.018664169	0.018664169	3149	168719	168719	-1
?s  equalTo  ?b  ?s  http://dbpedia.org/ontology/artist  ?n  ?a  http://dbpedia.org/ontology/previousWork  ?h  ?h  http://dbpedia.org/ontology/producer  ?n   => ?a  equalTo  ?b	0.088866667	0.044322527	0.044322527	1333	30075	30075	-1
?s  equalTo  ?b  ?a  http://dbpedia.org/ontology/previousWork  ?h  ?h  http://dbpedia.org/ontology/producer  ?n  ?s  http://dbpedia.org/ontology/writer  ?n   => ?a  equalTo  ?b	0.046333333	0.015520668	0.015520668	695	44779	44779	-1
?s  equalTo  ?b  ?s  http://dbpedia.org/ontology/musicalArtist  ?n  ?a  http://dbpedia.org/ontology/previousWork  ?h  ?h  http://dbpedia.org/ontology/producer  ?n   => ?a  equalTo  ?b	0.044933333	0.021494403	0.021494403	674	31357	31357	-1
?s  equalTo  ?b  ?s  http://dbpedia.org/ontology/musicalBand  ?n  ?a  http://dbpedia.org/ontology/previousWork  ?h  ?h  http://dbpedia.org/ontology/producer  ?n   => ?a  equalTo  ?b	0.044933333	0.021494403	0.021494403	674	31357	31357	-1
?s  equalTo  ?b  ?a  http://dbpedia.org/ontology/previousWork  ?h  ?s  http://dbpedia.org/ontology/producer  ?n  ?h  http://dbpedia.org/ontology/recordLabel  ?n   => ?a  equalTo  ?b	0.0012	0.107142857	0.107142857	18	168	168	-1
?s  equalTo  ?b  ?s  http://dbpedia.org/ontology/artist  ?n  ?a  http://dbpedia.org/ontology/previousWork  ?h  ?h  http://dbpedia.org/ontology/recordLabel  ?n   => ?a  equalTo  ?b	0.001133333	0.0651341	0.0651341	17	261	261	-1
?s  equalTo  ?b  ?h  http://dbpedia.org/ontology/artist  ?n  ?s  http://dbpedia.org/ontology/artist  ?n  ?a  http://dbpedia.org/ontology/previousWork  ?h   => ?a  equalTo  ?b	0.2156	0.088697512	0.088697512	3234	36461	36461	-1
?s  equalTo  ?b  ?h  http://dbpedia.org/ontology/artist  ?n  ?a  http://dbpedia.org/ontology/previousWork  ?h  ?s  http://dbpedia.org/ontology/producer  ?n   => ?a  equalTo  ?b	0.088866667	0.048872594	0.048872594	1333	27275	27275	-1
?s  equalTo  ?b  ?h  http://dbpedia.org/ontology/artist  ?n  ?a  http://dbpedia.org/ontology/previousWork  ?h  ?s  http://dbpedia.org/ontology/recordLabel  ?n   => ?a  equalTo  ?b	0.0012	0.044334975	0.044334975	18	406	406	-1
?s  equalTo  ?b  ?h  http://dbpedia.org/ontology/musicalArtist  ?n  ?s  http://dbpedia.org/ontology/musicalArtist  ?n  ?a  http://dbpedia.org/ontology/previousWork  ?h   => ?a  equalTo  ?b	0.164733333	0.03761035	0.03761035	2471	65700	65700	-1
?s  equalTo  ?b  ?h  http://dbpedia.org/ontology/musicalArtist  ?n  ?s  http://dbpedia.org/ontology/musicalBand  ?n  ?a  http://dbpedia.org/ontology/previousWork  ?h   => ?a  equalTo  ?b	0.164733333	0.03761035	0.03761035	2471	65700	65700	-1
?s  equalTo  ?b  ?h  http://dbpedia.org/ontology/musicalArtist  ?n  ?a  http://dbpedia.org/ontology/previousWork  ?h  ?s  http://dbpedia.org/ontology/writer  ?n   => ?a  equalTo  ?b	0.050666667	0.030040713	0.030040713	760	25299	25299	-1
?s  equalTo  ?b  ?h  http://dbpedia.org/ontology/musicalArtist  ?n  ?a  http://dbpedia.org/ontology/previousWork  ?h  ?s  http://dbpedia.org/ontology/producer  ?n   => ?a  equalTo  ?b	0.044533333	0.019277387	0.019277387	668	34652	34652	-1
?s  equalTo  ?b  ?h  http://dbpedia.org/ontology/musicalArtist  ?n  ?s  http://dbpedia.org/ontology/picture  ?n  ?a  http://dbpedia.org/ontology/previousWork  ?h   => ?a  equalTo  ?b	0.0012	0.018887723	0.018887723	18	953	953	-1
?s  equalTo  ?b  ?s  http://dbpedia.org/ontology/musicalArtist  ?n  ?h  http://dbpedia.org/ontology/musicalBand  ?n  ?a  http://dbpedia.org/ontology/previousWork  ?h   => ?a  equalTo  ?b	0.164733333	0.03761035	0.03761035	2471	65700	65700	-1
?s  equalTo  ?b  ?h  http://dbpedia.org/ontology/musicalBand  ?n  ?s  http://dbpedia.org/ontology/musicalBand  ?n  ?a  http://dbpedia.org/ontology/previousWork  ?h   => ?a  equalTo  ?b	0.164733333	0.03761035	0.03761035	2471	65700	65700	-1
?s  equalTo  ?b  ?h  http://dbpedia.org/ontology/musicalBand  ?n  ?a  http://dbpedia.org/ontology/previousWork  ?h  ?s  http://dbpedia.org/ontology/writer  ?n   => ?a  equalTo  ?b	0.050666667	0.030040713	0.030040713	760	25299	25299	-1
